(17,442)	5760	7119	7897	4331	5741	2509	10081	2733	2441	3838	7320	2677	2388	8627	3098	9492	2330	7246	4986	218	9309	2030	9235	1221	7914	9653	7770	4738	7556	5745	1361	9623	401	706	10913	1884	243	8695	11151	445	467	5031	11256	198	8843	7279	1060	6322	10287	588	3438	11235	10281	8882	5519	1187	5884	274	1638	1449	7964	1924	1468	5373	78	1030	8435	1664	10599	6619	11043	8887	5558	6437	893	8444	7806	2159	9828	237	10226	5114	10807	8497	156	1900	6871	2559	8271	9903	2238	6673	11094	8514	1202	929	8301	11047	11257
(17,7619)	9549	4257	1434	3373	8584	11014	1381	2582	9764	7523	3060	1011	3506	5088	4786	5049	574	3904	2056	1906	10843	10412	6263	6	4234	988	6489	5589	2055	9151	8119	4698	1054	9389	10683	2189	5123	3071	9566	6599	10476	10519	10019	3134	5861	2680	2456	5024	9958	3949	10415	3457	108	6283	1928	1099	4803	8221	9781	3351	1370	6722	8843	1754	4625	1583	10318	10732	5717	1330	11105	10605	6909	4497	10973	2	2591	7633	3745	1384	4200	8922	3366	1118	5322	9112	3355	4732	6469	1882	7609	362	10579	9131	9329	3552	11289	1012	7839
(17,9670)	9705	45	10368	1210	10302	4817	8410	601	8592	6480	9198	8862	402	5634	52	3961	3581	9793	3992	8154	8327	7229	394	5196	880	63	11256	387	2012	9724	11035	8558	1676	9986	5817	9159	858	10449	9327	905	9334	11101	7027	5562	6095	37	7601	7398	9120	966	4858	2633	2019	2926	4131	545	7625	5667	9385	1630	9187	8616	9551	6402	10105	4459	7309	7437	2450	10969	3121	8978	10666	8124	10233	2718	3772	5858	551	7953	10526	1384	4627	8719	3993	9838	1954	8755	1964	5585	9758	5299	6247	3521	7077	10813	7667	9575	3997
(17,4045)	10856	5392	6279	512	8239	5815	2079	7302	5630	4446	4730	5320	6221	7445	10984	7480	4392	1544	11142	1478	1781	8527	8352	1921	6384	7715	10212	2103	609	4821	6677	8612	5643	2584	6334	7786	354	1173	8745	4365	6711	10164	6212	4726	4147	8311	3968	3213	4039	7146	8027	4457	5573	1406	7177	9230	407	5787	41	7783	10199	10643	5583	10484	8400	10932	6796	5669	7525	1175	6942	5513	1583	6345	779	1528	2081	2706	3569	5880	3989	3566	1025	3108	10864	5803	3193	8761	3343	7174	1514	7346	9318	11002	10373	8131	4995	4441	2477
(17,7120)	3002	6652	11275	8091	8385	9540	3619	1671	6007	2367	9377	1280	8345	4207	4345	6704	8239	8666	4788	5763	1031	3912	11190	631	7390	6458	4048	6349	3952	1701	9797	11250	2668	5804	9984	6093	7521	6336	4521	2685	7449	4068	5408	8090	345	1915	8459	3976	11158	4677	4301	7880	5947	5938	5928	4954	1664	8864	729	739	2557	6884	2430	11186	3861	3265	6257	5316	8437	5474	3718	10849	5703	3501	478	7073	7841	10301	8200	1021	8716	10381	7196	2419	2509	9129	1149	8630	6692	9310	6836	1435	8813	1408	132	9917	5927	286	9410
(17,3027)	7800	8853	9779	1793	8794	7593	10785	5960	8892	1415	6824	2632	1349	5369	8283	3416	501	2338	2772	8118	9198	5171	5539	3264	9993	5350	1849	2401	4230	462	4666	2018	3055	2471	229	4398	2800	895	8127	5089	1075	656	2949	4309	6141	8	3017	4378	7821	8515	6681	5661	2106	373	2545	3634	5494	2428	1057	7841	2966	9917	2335	8365	3831	314	3100	10264	6219	1297	1158	4700	4405	800	4537	5215	4042	5010	4698	1224	9720	8263	8926	2480	8011	8166	8353	7511	5817	9891	3766	9086	8221	4261	6708	11009	1915	9826	1016
(17,7126)	2066	11068	10639	4969	6882	2057	9196	5323	9525	78	8797	7929	9499	10428	8501	908	9271	9109	11050	3943	6510	4877	9479	406	8340	8806	3376	4358	8672	6076	5548	9302	5017	2728	7816	9144	5396	8174	7889	6664	8573	2346	6001	330	9582	11123	6625	3813	9213	10829	8338	3031	2269	6907	1119	195	6222	9371	6047	5815	1236	8928	409	6333	3895	7878	567	2120	2668	9093	1668	7735	2582	10169	8206	8823	181	6098	10537	6466	3010	1389	1677	10131	9374	10179	9774	4394	10719	10099	7018	5888	4329	1503	6629	3882	2325	9342	4586
(17,6103)	2879	935	3897	1228	5217	8490	6967	1473	7636	1403	7292	60	234	1151	4851	292	3560	2166	10001	10244	9986	195	2626	4104	4432	4188	6727	8557	7256	10333	3403	4959	9838	10681	4961	2748	404	743	6857	5042	8971	513	5375	9985	606	6005	11059	8280	8045	3705	4137	4517	6894	1470	9475	4825	8380	11254	5195	3682	10558	792	4377	1911	8581	7602	7913	3102	2147	1708	403	7038	11271	8035	10643	6970	3172	1302	2715	938	11021	238	3044	4392	4366	8251	8520	5432	6902	3275	608	6848	987	1819	4925	5124	7470	10560	7535
(17,4568)	9323	1519	8930	10757	1361	5311	7987	9004	6667	357	7479	908	2845	9083	9742	7894	3350	8687	8324	2171	5089	298	4165	10084	1902	7624	9598	11016	1899	1026	37	857	10608	7526	3154	10665	7287	3897	2362	5315	5825	11088	2123	2255	760	2673	3700	11142	11192	4412	3196	5796	1020	10599	2410	1139	1866	8696	1796	509	4979	11194	2064	8803	8989	710	1379	6397	5368	7706	7353	9902	2814	2429	8052	7468	9745	6543	254	3971	2548	8684	8031	6166	1849	5232	8244	3048	8062	1998	6296	9738	5484	9275	6636	9575	8360	6896	3229
(17,10201)	6232	7623	4482	1248	8205	9542	4893	7426	2193	5722	7362	9976	1381	5243	5099	4921	4415	5688	4850	10644	2835	10788	10596	2633	1045	10871	4023	10010	7455	9639	38	134	10854	10526	5433	6520	9463	8300	10962	6242	9040	9476	1686	5681	2264	7099	1511	1570	7533	4161	2726	2459	1846	2817	11228	6401	9289	6686	8988	10274	10537	6380	8183	7968	10926	10222	1975	5925	5014	4385	3207	7644	3381	4830	2930	4207	9529	6138	9886	1764	1527	3150	640	1167	7157	6897	5685	4904	10712	9984	5700	7312	446	6053	2607	4630	5038	2289	9172
(17,9178)	9560	2470	5999	4842	3192	9502	1789	11274	8763	5769	6066	5621	3643	1935	8517	4926	5663	4946	6533	5238	9768	3671	11043	9917	5718	9598	2824	9464	8875	181	788	4378	2429	7124	2767	8802	3569	10223	999	11197	1393	4061	107	11109	9944	3819	2146	5818	2526	7225	5861	5624	9671	5631	2954	1837	2510	8705	9484	2028	2675	7173	10271	8119	8832	7277	3939	146	412	9551	7492	1652	10588	7626	2907	1248	4639	228	11046	5700	3696	8643	2279	210	9968	7854	3141	6392	372	7227	4924	2868	5120	2065	4792	405	3302	8778	11047
(17,7132)	1816	5596	1493	2471	2340	3177	2047	1336	5876	7335	5571	2974	9673	7768	5736	9377	5696	3218	9967	4873	6733	7980	3201	5807	6540	11010	10239	8390	10744	8589	479	9826	6270	393	5485	11257	21	9073	11011	7602	10842	6302	5688	10760	10037	7118	9496	1576	6438	9923	6465	4267	4033	11032	2348	8776	2589	6304	3242	7967	10449	8038	2786	2087	3113	6188	1218	3437	9858	6680	4731	7639	7887	4573	3797	1100	1452	5895	218	8352	8190	1257	8400	243	6008	7467	3501	7659	5747	7188	2868	3466	2912	8644	8045	2861	3834	9894	8106
(17,1013)	4740	1115	10458	3361	6798	1341	1312	7000	6876	10594	11177	4632	5416	1490	3303	832	6583	5204	2570	10940	4840	1446	2951	6949	1027	7825	10552	11017	2187	2338	990	3709	8029	4042	9213	721	1584	7136	2718	5536	1943	6698	11004	3803	8960	3641	2203	2254	4280	6964	1690	2175	10648	6517	7508	2604	8378	8870	6567	5107	10445	3264	7998	3975	4634	3684	4553	11052	8813	3336	5120	3914	8589	5953	2480	7314	6084	7905	4085	10944	5160	10533	6712	9324	2814	3453	9126	290	3826	8408	4689	5832	6632	2170	3927	5395	1916	1539	908
(17,7181)	4897	7357	8992	607	9596	2863	1424	6186	2264	3598	227	5194	1684	9860	11261	7842	1587	10916	8189	807	9448	1464	6059	3394	9879	10172	46	9838	10181	2727	9226	716	6163	905	3005	4191	10009	1202	4556	2205	6322	4467	6876	7549	11042	2997	4810	5115	2058	316	6338	1198	9051	6377	6946	2911	1535	3144	7319	7817	9267	11194	7371	6722	6099	2252	9171	8347	2154	2	8675	7425	9949	10030	10614	9970	5277	1190	7675	8528	55	8132	5002	2370	5704	1811	9055	719	6724	6222	10246	7003	8932	3945	9182	2564	3675	993	750
(17,9748)	9899	892	91	7121	2645	9054	1449	5536	2805	10722	447	5573	4464	5421	8671	7853	5124	10037	6567	5157	8101	5620	3416	8785	4042	63	3966	10927	9274	10305	8456	11056	6856	3961	8676	946	351	4950	8815	5126	10110	2919	1753	8562	1112	7763	10357	10651	3224	3965	8333	1918	3335	683	7832	681	4909	4817	10835	7666	2503	11129	4672	6252	164	2549	1105	10153	2335	3096	1899	8721	4916	7546	10118	9609	10513	6548	6691	10187	3529	3611	10126	3911	4496	10353	10864	132	9273	6971	7776	8592	671	6051	7670	293	6368	9507	8213
(17,6165)	6396	2615	91	8863	11024	6492	7276	3642	3156	2734	1965	4150	5980	9268	9071	3084	9552	4425	7913	9648	10060	2095	9581	1616	10929	9151	10007	6397	7048	5300	10051	5439	7263	1750	7091	9699	9057	7936	6745	8602	588	4558	794	11123	8044	10948	4227	6821	8922	4702	4870	9873	8657	10687	8574	6007	1710	3916	6607	6345	738	11107	7107	2541	34	8098	7869	8848	3780	1306	9821	1042	5306	3101	10013	11112	9856	9594	3306	6903	285	5891	9037	6222	7720	4081	5713	2982	5077	6446	11244	8466	978	6215	982	2416	8696	4358	3869
(17,5659)	1973	1122	8736	1463	3405	6134	1087	1304	178	6562	2386	298	1195	565	10055	3457	4270	1254	6496	7938	2059	11105	133	547	5624	7610	5405	5843	8218	7827	1889	10684	3916	7929	2772	11161	3014	10237	1666	661	10145	3948	9493	5454	308	9364	10316	4513	332	5078	1271	3900	10052	5460	5776	6129	8722	5899	4749	1642	9275	7462	3858	8670	7640	2063	472	7111	1045	9777	8008	9824	5669	2995	2450	6767	9437	7197	6397	3997	4738	3206	5407	3101	932	10735	10263	6665	5064	9000	9509	1137	7449	8917	1097	7252	7722	1213	1177
(17,4636)	4663	960	8656	3653	1444	4167	8717	1287	10027	274	4924	10561	5698	5882	10754	9918	3935	592	5311	4243	1932	9032	10047	9816	4854	870	3556	5415	5314	10532	3257	9711	3394	5968	5558	6370	7480	2370	8155	9970	3245	1158	1966	7781	4180	9938	1449	4031	8830	7545	10363	122	2732	4068	1961	5841	4570	1721	11001	263	9507	7434	6824	7177	1454	782	8068	11026	1188	5591	2719	5131	1135	443	3107	10326	2536	11188	5233	9219	8117	8441	10207	563	6117	1435	6884	5338	3997	1299	2847	6191	3568	9355	3191	481	7980	4052	10651
(17,4124)	10371	5325	7343	4316	10191	7909	10236	3011	9171	4035	10157	6406	10525	1551	6556	8682	7674	10397	2733	7876	5592	4244	9809	7446	3442	6159	7988	2202	7770	10117	4022	7533	1911	1336	5226	5446	699	4912	4231	7338	5491	5331	4401	4541	10803	2331	9401	7834	3489	8243	8866	3389	9122	2424	2193	7577	243	4143	9263	9009	9173	47	1052	5393	5605	10173	6602	11083	8517	1613	9807	9927	3073	9209	7515	6622	2389	5016	1503	19	11183	8797	1106	7531	2969	801	4149	7441	10583	4739	4597	3993	5539	2624	2305	6688	6596	518	6403
(17,1568)	11185	3528	6852	5978	9359	437	2307	10004	7010	4759	1103	4356	6062	4960	4257	5324	11020	11159	7572	3234	9329	3628	9171	5352	9327	2445	4090	4798	1170	6029	723	9437	3801	9872	2224	9413	1188	6976	8032	6723	10591	4942	2753	6352	7389	2086	9695	10913	3318	10224	8088	7778	373	411	1456	10460	7438	8461	6348	4921	8682	6210	7915	3868	1074	1350	5780	243	4406	10212	6021	1726	5170	4458	8550	7428	537	2636	9488	498	7518	7047	4783	3663	3560	2979	10787	7167	8981	8783	2241	9706	10216	9863	4212	7411	97	8205	6529
(17,8234)	9888	320	6261	4861	6891	2477	5570	6244	6829	6365	1127	8548	8590	10354	8601	7196	5299	769	8578	632	3781	3961	10925	6203	1263	10992	6368	3881	10219	4208	6109	10605	7445	6068	10960	6560	7651	10844	2589	9880	968	9377	9770	183	3542	10775	9674	3676	8885	2371	10620	6334	203	1371	4824	6375	6678	7497	10901	4016	4013	2215	5147	3792	9269	5635	2930	3800	7750	612	5462	5955	4780	10501	3942	10690	9730	6422	3394	2851	2376	6755	4991	3884	8722	9499	7012	2125	10696	7085	8654	2668	4205	6790	7143	4945	11205	10017	766
(17,8235)	9713	4825	2722	2979	7652	8207	4468	343	6099	5593	3903	7937	7373	3885	3201	4728	3539	5866	6083	8340	9848	6863	2626	6365	7282	5832	4678	884	11078	4873	2039	7835	4482	9779	4842	1049	1300	2818	9497	4895	4999	272	1964	6263	1484	3949	246	2255	3216	8039	5444	2737	3177	10132	7284	3736	10085	9295	4822	8692	5402	1415	5769	7849	11111	78	5040	8355	11252	6047	8367	4551	649	4025	11049	2541	4270	7956	2249	486	5894	10608	9995	9846	8728	3457	5642	11038	11083	4554	6741	7542	2494	7090	2720	1458	2407	7993	5901
(17,9786)	1573	5797	10117	10791	2074	6227	9590	5548	9424	9606	3105	2774	2500	7433	4471	7857	9813	10819	5745	8630	9109	1743	3552	2163	10869	9811	9904	4582	6121	4375	7006	3008	5288	5638	8797	10403	10466	226	6797	6113	1730	4643	1733	6211	6622	8182	5280	193	8264	8145	9003	4284	11195	5208	6051	3101	830	11292	2071	1337	1199	9240	8559	10013	6221	9506	3654	1504	962	968	7419	2699	10533	9536	8456	3859	11226	4338	157	1754	9539	10046	8174	7219	5901	10148	4092	4985	9623	10020	182	5571	9758	7951	3533	9275	724	9863	3126
(17,4669)	5280	7127	5679	310	1341	8587	10588	3536	10843	1816	1745	724	8789	7869	6185	4592	2718	6264	11239	9361	9126	77	3834	1031	2222	5795	5483	6011	4590	1340	1533	6272	5123	2917	2903	9065	3512	80	1512	9472	8101	9289	2363	4489	1020	8570	263	3663	2709	9567	10802	651	5572	6236	3054	6659	119	4876	2263	8987	3004	5788	8557	3380	1771	10385	2897	1150	8528	3579	1284	3438	274	1880	9282	378	7558	7136	6623	8611	4663	7216	9841	2830	3574	2511	9441	5581	1627	7472	1877	2465	606	4870	6104	2742	3985	9743	8592
(17,3647)	3791	2203	1205	8951	5537	6557	2924	11053	2275	4558	784	329	10213	6312	4832	3997	325	7380	8169	5674	4111	3175	870	9602	675	8063	10001	4486	6896	2215	8800	2979	5582	225	10894	2889	9127	7832	8626	6699	3712	485	103	8476	649	8701	1966	7680	2386	228	8316	7567	2966	7287	5825	10667	4823	4039	11070	1975	729	892	4358	8670	3815	4971	10690	7629	6784	6516	956	2807	7450	960	3628	2185	5784	6382	7943	9525	8282	743	6452	9821	699	8595	2989	4993	5705	29	10671	14	7712	3961	6446	339	9929	7279	2535
(17,7747)	1350	5972	4813	7673	2291	7517	5209	1689	5253	8771	1316	6832	10511	3779	10841	4866	338	4372	1483	8448	480	6517	1255	10310	2765	5487	7384	9145	6069	1150	905	1817	4914	4191	3121	8147	10225	4435	8197	2231	3680	1657	5155	3016	2135	10813	6799	11128	8814	6906	5841	9133	3605	4821	4649	4333	9526	6889	3697	7069	6483	5403	4159	1075	8113	411	2762	2137	5415	10369	3833	10214	9726	235	4365	4036	10223	595	1110	7536	2212	4140	5926	3012	10380	6320	1504	812	3379	10183	2230	8973	3918	6448	1499	1686	6493	10087	573
(17,68)	6215	10304	3268	3326	10846	62	2092	4519	1170	5285	2006	3671	1981	3055	3148	9456	6492	3198	9272	10779	4221	7811	7673	210	4127	1591	5683	8011	10020	507	721	10612	1756	5122	10392	6236	117	5859	8815	189	7275	3875	6642	2570	3375	4858	10024	2566	424	2569	7191	10995	2239	8001	4116	4428	9078	1629	8155	5766	10986	10054	7745	4401	8286	202	6206	7846	634	11035	8261	10455	5117	1764	10799	9315	6792	2504	3150	5266	6634	3270	9181	4644	7866	3639	6881	10381	3352	838	7996	3449	2611	5361	9762	791	2400	2144	7248
(17,3143)	2677	439	4529	7214	4663	7639	2089	6160	8334	10473	1121	10384	8653	4843	9037	6023	4098	3357	5195	3508	2279	6577	9557	11299	6764	367	2135	7459	4139	6265	8407	6614	3288	557	445	5524	4684	7212	1241	3649	7003	152	5252	7275	10099	4212	2406	6474	7551	3564	11261	2563	769	2521	7463	4713	3125	7811	994	6849	4673	5708	10337	7091	10348	7125	2283	1638	2233	6479	9714	438	3971	5955	9151	3087	2757	6241	6855	2417	10007	1716	10456	10837	4290	1694	3765	5869	2855	2694	1448	10330	5392	4304	10854	9855	677	8211	7135
(17,8796)	5722	9236	9735	4991	10525	2653	7321	9383	748	9799	3879	8943	9476	8768	10649	2341	4011	7358	7951	4012	4503	9508	3619	633	10500	2414	3672	3634	2270	10229	7293	3660	5610	4948	2949	7403	10958	4442	8097	972	7265	4553	4689	5622	2477	10108	61	10037	1176	3247	4454	781	6558	4328	10670	6394	2204	5896	3921	3220	8654	6989	9666	6481	874	10445	2579	1097	2472	5307	9654	2310	7740	5080	2964	10917	8641	5152	6184	7498	97	5924	6480	2583	2749	701	7668	8127	8242	1015	4436	7287	9705	3871	600	6185	4942	6059	9039
(17,10851)	2440	966	3414	8880	3685	5832	1217	10212	6196	6363	5247	4537	9037	1005	10943	4011	7885	8420	7420	4095	5962	5425	10173	6284	1474	10959	3553	2917	7405	2780	5477	1128	4920	9259	10175	6299	6039	934	948	10718	7896	2871	9470	3862	3724	7701	4352	886	6801	6009	1421	5114	11037	10766	7577	5277	3405	2264	8703	2060	9548	1902	5092	6392	342	2046	875	9390	7994	5119	1078	3461	6609	9853	4233	944	9735	11283	8650	9601	10019	8392	9040	915	8971	3642	5109	2839	8549	10558	8464	1355	7430	10338	6697	619	5061	11077	9368
(17,3171)	4982	3234	8142	3120	8115	3780	8355	8275	268	6257	5811	6412	7207	217	715	7298	7905	9403	524	6289	8514	1136	2302	6244	4475	888	4859	6390	4912	10145	2924	7204	4041	5231	2398	4110	5220	8339	5385	4315	10758	6501	6513	10304	2503	8545	3694	7581	7209	10521	946	3878	5171	2775	6632	533	330	7474	10023	7214	5415	8625	3089	6382	215	9879	6178	4676	8170	11248	10926	2455	10461	3441	9439	2242	6033	2523	10424	5388	5622	7524	8676	8718	76	7023	594	7397	6644	8132	4945	5124	3599	552	5827	10407	7672	4338	9644
(17,10347)	4854	5232	10809	10309	1613	5508	1840	3457	4788	8845	891	7481	4201	85	4840	5674	7531	11017	5475	4592	6312	2868	9098	10587	1387	8274	5811	1884	4283	7628	9175	2597	3014	8578	10787	7580	7956	3100	10017	6726	6878	2801	5986	5042	9764	348	9832	9314	5343	6255	4191	10650	1554	3367	8301	4565	9022	5761	2172	3940	11215	1529	256	10733	6382	3699	2348	2038	7682	1557	2537	9443	4574	3962	1105	4797	2031	5583	4487	3405	10819	1386	7097	6815	4334	8384	5847	8284	1331	3775	11021	9117	2203	6693	8063	5525	248	8562	4898
(17,4204)	1154	3658	10832	7714	9677	10882	2877	11256	1997	9246	9193	4374	5471	1833	7964	5821	2397	3944	10590	10593	906	9369	2336	7071	6229	6778	5177	3691	1237	2152	5284	4774	1138	9918	7250	7959	9256	10876	4757	791	4615	7313	8909	3873	7244	10248	4414	1251	10656	11119	10244	10509	10197	945	9681	4059	337	2309	9680	8003	11295	8152	9272	5175	3809	11281	7267	10993	5825	8558	4108	8602	10897	7468	1729	7969	4580	740	6523	6445	7823	10382	6414	8686	1308	7406	10384	5033	9082	3782	2098	7738	651	630	1990	5954	196	3496	1827
(17,10861)	1897	5463	10064	4391	7459	7502	10523	2285	10956	7188	6713	2108	1387	7694	9413	2076	6244	5966	9818	3193	7704	7983	3723	2149	9205	3756	6543	735	1234	9432	5984	8488	1716	4841	8056	1793	5019	7257	843	11111	6187	1684	466	9625	3175	202	9680	1471	3302	5980	2393	357	9117	3290	5169	4439	1030	5273	2499	9204	3641	4314	10488	6735	1520	1754	9856	11087	2425	6262	4790	8955	1155	6252	6151	481	5482	5103	4251	7427	7371	10837	7766	10684	2487	3506	8274	7030	9023	6742	9620	17	8673	6679	8282	758	1683	5252	2625
(17,8304)	4399	661	11004	7259	3354	4401	9832	1964	2400	11160	4004	7152	5666	1540	6107	1252	11025	4975	4082	8157	9406	1430	10147	10568	8432	10393	8861	2473	9110	9872	11022	4171	8197	6298	4793	10321	4649	7518	4677	10093	1859	569	3033	7764	5796	2	5260	837	10682	6196	6934	4872	4768	1737	282	3461	9481	631	9561	4221	7204	6155	8026	4993	44	10806	10604	10227	3671	5221	2451	6169	7832	11217	962	10811	6506	1238	655	7207	9332	4205	2880	6500	3013	17	2888	9756	3001	2122	1168	1188	1700	4572	1063	2554	6838	6373	5088
(17,4747)	8789	9367	6248	8813	4797	2302	6644	1939	1169	3645	7275	3709	4876	9446	9966	9626	2056	7664	9200	10217	6146	4659	2020	2104	8306	10207	10467	5406	5540	525	2557	9611	5415	9721	462	6223	4736	2744	311	5195	1170	9154	1592	20	10279	10183	3902	8964	1640	382	2839	8962	7575	10126	1294	4791	6867	7312	8997	1095	2093	10683	1046	4040	3781	3489	7725	8795	7333	6557	3523	3303	11187	6482	383	1756	1352	8397	8908	3964	6159	7864	10970	4443	72	3382	723	3065	8509	8464	196	820	7122	8419	6315	5956	4393	9603	2122
(17,8337)	9960	3708	6626	2870	2756	5210	4569	9116	508	9711	3918	4099	1466	50	6577	2584	8346	7212	1230	7856	10160	9227	4804	492	6512	4342	5846	2990	10528	9791	9519	1508	9220	5834	8070	9594	5688	7566	1049	6728	4143	1259	1385	7871	8844	2435	9471	6922	5345	2693	9161	9998	3956	10575	10448	3281	1738	939	8463	4842	2308	3550	5468	8373	9453	8935	10651	5012	7607	5748	9089	10502	1404	6409	5456	9739	9575	6678	6949	10470	5581	2620	4175	8693	7631	4808	10909	1450	2578	6098	1573	198	4438	7711	9127	4325	10225	2112	9661
